ID,MONTH,PAY,BILL_AMT,PAY_AMT
29989,JUNE,-1.0,413.0,0.0
29989,MAY,-1.0,0.0,103.0
29989,APRIL,-1.0,103.0,0.0
29989,MARCH,-1.0,0.0,0.0
29989,FEBRUARY,-2.0,0.0,0.0
29989,JANUARY,-2.0,0.0,225.0
4622,JUNE,0.0,89129.0,3308.0
4622,MAY,0.0,89543.0,3014.0
4622,APRIL,0.0,84447.0,3203.0
4622,MARCH,0.0,78238.0,3000.0
4622,FEBRUARY,0.0,68234.0,3000.0
4622,JANUARY,0.0,69684.0,3000.0
29180,JUNE,0.0,28428.0,2000.0
29180,MAY,0.0,27383.0,1110.0
29180,APRIL,0.0,12620.0,240.0
29180,MARCH,0.0,6730.0,250.0
29180,FEBRUARY,0.0,6872.0,300.0
29180,JANUARY,0.0,7057.0,2335.0
24918,JUNE,-1.0,8347.0,1500.0
24918,MAY,2.0,9560.0,0.0
24918,APRIL,2.0,9258.0,2000.0
24918,MARCH,2.0,11096.0,392.0
24918,FEBRUARY,2.0,11165.0,0.0
24918,JANUARY,2.0,10837.0,2000.0
28203,JUNE,0.0,31858.0,5000.0
28203,MAY,0.0,33562.0,5000.0
28203,APRIL,0.0,35119.0,5000.0
28203,MARCH,0.0,36886.0,5000.0
28203,FEBRUARY,0.0,38756.0,5000.0
28203,JANUARY,0.0,40543.0,5000.0
3837,JUNE,1.0,17260.0,2422.0
3837,MAY,2.0,19099.0,816.0
3837,APRIL,2.0,19309.0,0.0
3837,MARCH,2.0,18703.0,685.0
3837,FEBRUARY,0.0,18937.0,2100.0
3837,JANUARY,0.0,20724.0,0.0
17348,JUNE,1.0,10415.0,0.0
17348,MAY,2.0,10099.0,1617.0
17348,APRIL,0.0,11545.0,2000.0
17348,MARCH,0.0,12928.0,0.0
17348,FEBRUARY,2.0,12581.0,270.0
17348,JANUARY,0.0,10787.0,1000.0
17330,JUNE,0.0,80324.0,3458.0
17330,MAY,0.0,79071.0,2519.0
17330,APRIL,0.0,76279.0,2158.0
17330,MARCH,0.0,60939.0,2151.0
17330,FEBRUARY,0.0,61036.0,2368.0
17330,JANUARY,0.0,61359.0,2197.0
16355,JUNE,0.0,45373.0,4747.0
16355,MAY,0.0,49363.0,0.0
16355,APRIL,2.0,48308.0,5000.0
16355,MARCH,0.0,51616.0,5000.0
16355,FEBRUARY,0.0,56416.0,0.0
16355,JANUARY,0.0,21680.0,23999.0
22027,JUNE,0.0,282506.0,20024.0
22027,MAY,0.0,281606.0,20035.0
22027,APRIL,0.0,261216.0,6610.0
22027,MARCH,0.0,156521.0,20000.0
22027,FEBRUARY,0.0,120769.0,4000.0
22027,JANUARY,0.0,110093.0,4200.0
9658,JUNE,0.0,48307.0,1768.0
9658,MAY,0.0,48602.0,1967.0
9658,APRIL,0.0,48750.0,1424.0
9658,MARCH,0.0,48916.0,972.0
9658,FEBRUARY,0.0,27743.0,2000.0
9658,JANUARY,0.0,28646.0,1300.0
9821,JUNE,0.0,176424.0,5896.0
9821,MAY,0.0,164745.0,6117.0
9821,APRIL,0.0,168208.0,6268.0
9821,MARCH,0.0,171667.0,6445.0
9821,FEBRUARY,0.0,175219.0,6379.0
9821,JANUARY,0.0,173597.0,6300.0
17473,JUNE,0.0,80435.0,3349.0
17473,MAY,0.0,74826.0,3200.0
17473,APRIL,0.0,74485.0,2700.0
17473,MARCH,0.0,71935.0,2711.0
17473,FEBRUARY,0.0,71757.0,2800.0
17473,JANUARY,0.0,71844.0,1561.0
4224,JUNE,1.0,130565.0,5012.0
4224,MAY,2.0,131878.0,0.0
4224,APRIL,2.0,115173.0,4000.0
4224,MARCH,0.0,108310.0,5000.0
4224,FEBRUARY,0.0,112083.0,4000.0
4224,JANUARY,0.0,81362.0,2106.0
26274,JUNE,2.0,30149.0,0.0
26274,MAY,2.0,28117.0,2000.0
26274,APRIL,0.0,27761.0,1507.0
26274,MARCH,0.0,28053.0,3100.0
26274,FEBRUARY,0.0,28249.0,3100.0
26274,JANUARY,0.0,23580.0,3100.0
6535,JUNE,1.0,3256.0,0.0
6535,MAY,2.0,3020.0,0.0
6535,APRIL,2.0,0.0,0.0
6535,MARCH,-2.0,0.0,0.0
6535,FEBRUARY,-2.0,0.0,0.0
6535,JANUARY,-2.0,0.0,0.0
23910,JUNE,0.0,17196.0,2012.0
23910,MAY,0.0,12991.0,3310.0
23910,APRIL,-1.0,3305.0,11164.0
23910,MARCH,-1.0,11164.0,18800.0
23910,FEBRUARY,0.0,18803.0,10000.0
23910,JANUARY,0.0,22891.0,16910.0
15359,JUNE,-1.0,162.0,414.0
15359,MAY,-1.0,414.0,6437.0
15359,APRIL,-1.0,6437.0,10428.0
15359,MARCH,0.0,16520.0,463.0
15359,FEBRUARY,0.0,14374.0,426.0
15359,JANUARY,0.0,10969.0,219.0
13446,JUNE,0.0,76412.0,5000.0
13446,MAY,0.0,80024.0,5000.0
13446,APRIL,0.0,83952.0,5000.0
13446,MARCH,0.0,87147.0,5000.0
13446,FEBRUARY,0.0,91191.0,4000.0
13446,JANUARY,0.0,94220.0,5000.0
12807,JUNE,0.0,24469.0,30690.0
12807,MAY,-1.0,30689.0,10007.0
12807,APRIL,-1.0,19947.0,24012.0
12807,MARCH,-1.0,22529.0,3906.0
12807,FEBRUARY,-1.0,3885.0,24018.0
12807,JANUARY,-1.0,23616.0,13024.0
6912,JUNE,0.0,17191.0,2000.0
6912,MAY,0.0,18594.0,1500.0
6912,APRIL,0.0,19489.0,1200.0
6912,MARCH,0.0,20200.0,0.0
6912,FEBRUARY,0.0,20000.0,0.0
6912,JANUARY,0.0,0.0,0.0
16694,JUNE,0.0,98918.0,4523.0
16694,MAY,0.0,96916.0,4213.0
16694,APRIL,0.0,98492.0,3100.0
16694,MARCH,0.0,89961.0,10000.0
16694,FEBRUARY,0.0,93971.0,3220.0
16694,JANUARY,0.0,85526.0,3130.0
22066,JUNE,-1.0,1382.0,1300.0
22066,MAY,0.0,2496.0,2254.0
22066,APRIL,0.0,4533.0,0.0
22066,MARCH,2.0,4279.0,313.0
22066,FEBRUARY,0.0,4592.0,0.0
22066,JANUARY,0.0,0.0,0.0
24415,JUNE,0.0,50708.0,1872.0
24415,MAY,0.0,44610.0,1566.0
24415,APRIL,0.0,44043.0,983.0
24415,MARCH,0.0,28557.0,1027.0
24415,FEBRUARY,0.0,27903.0,3000.0
24415,JANUARY,0.0,29164.0,999.0
5324,JUNE,0.0,272507.0,8533.0
5324,MAY,0.0,219510.0,8888.0
5324,APRIL,0.0,217637.0,8006.0
5324,MARCH,0.0,177535.0,6406.0
5324,FEBRUARY,0.0,178337.0,6606.0
5324,JANUARY,0.0,180885.0,7006.0
13166,JUNE,0.0,289995.0,10015.0
13166,MAY,0.0,269901.0,10019.0
13166,APRIL,0.0,267494.0,10025.0
13166,MARCH,0.0,265058.0,10052.0
13166,FEBRUARY,0.0,263658.0,10011.0
13166,JANUARY,0.0,256621.0,9014.0
2386,JUNE,0.0,19252.0,4027.0
2386,MAY,0.0,21351.0,5048.0
2386,APRIL,0.0,20819.0,10029.0
2386,MARCH,0.0,20993.0,10470.0
2386,FEBRUARY,0.0,19089.0,7027.0
2386,JANUARY,0.0,16062.0,10058.0
24902,JUNE,-1.0,18255.0,19241.0
24902,MAY,-1.0,18779.0,0.0
24902,APRIL,-1.0,0.0,0.0
24902,MARCH,-2.0,0.0,0.0
24902,FEBRUARY,-2.0,0.0,0.0
24902,JANUARY,-2.0,0.0,0.0
18678,JUNE,-1.0,6113.0,980.0
18678,MAY,-1.0,980.0,11490.0
18678,APRIL,-1.0,11140.0,2673.0
18678,MARCH,-1.0,2659.0,14558.0
18678,FEBRUARY,-2.0,14336.0,16615.0
18678,JANUARY,-2.0,16533.0,1787.0
29193,JUNE,0.0,62321.0,3000.0
29193,MAY,0.0,61015.0,3016.0
29193,APRIL,0.0,58160.0,5011.0
29193,MARCH,0.0,51237.0,1005.0
29193,FEBRUARY,0.0,29999.0,1000.0
29193,JANUARY,0.0,28972.0,14000.0
28816,JUNE,1.0,0.0,0.0
28816,MAY,-2.0,0.0,0.0
28816,APRIL,-2.0,0.0,0.0
28816,MARCH,-2.0,0.0,0.0
28816,FEBRUARY,-2.0,0.0,0.0
28816,JANUARY,-2.0,0.0,0.0
25034,JUNE,-1.0,500.0,10500.0
25034,MAY,-1.0,10500.0,10500.0
25034,APRIL,-1.0,10500.0,10500.0
25034,MARCH,-1.0,10500.0,10500.0
25034,FEBRUARY,-1.0,10500.0,10500.0
25034,JANUARY,-1.0,10500.0,10500.0
19101,JUNE,-1.0,36439.0,5000.0
19101,MAY,0.0,30161.0,1298.0
19101,APRIL,0.0,24326.0,1000.0
19101,MARCH,0.0,13198.0,134.0
19101,FEBRUARY,0.0,6686.0,9423.0
19101,JANUARY,-1.0,9423.0,19346.0
10281,JUNE,1.0,26921.0,1700.0
10281,MAY,2.0,27809.0,0.0
10281,APRIL,2.0,21658.0,1800.0
10281,MARCH,2.0,22794.0,0.0
10281,FEBRUARY,2.0,22289.0,1000.0
10281,JANUARY,0.0,22916.0,1000.0
17641,JUNE,-1.0,197.0,0.0
17641,MAY,-1.0,0.0,0.0
17641,APRIL,-2.0,0.0,233.0
17641,MARCH,-1.0,233.0,0.0
17641,FEBRUARY,-1.0,0.0,0.0
17641,JANUARY,-2.0,0.0,0.0
12759,JUNE,0.0,44630.0,1999.0
12759,MAY,0.0,37772.0,1040.0
12759,APRIL,0.0,27827.0,265.0
12759,MARCH,0.0,3228.0,66.0
12759,FEBRUARY,0.0,3294.0,0.0
12759,JANUARY,0.0,0.0,0.0
28648,JUNE,0.0,48064.0,2091.0
28648,MAY,0.0,49362.0,1310.0
28648,APRIL,0.0,48038.0,1000.0
28648,MARCH,0.0,8760.0,1000.0
28648,FEBRUARY,0.0,9646.0,277.0
28648,JANUARY,0.0,7747.0,296.0
21857,JUNE,0.0,41761.0,4000.0
21857,MAY,0.0,44689.0,4000.0
21857,APRIL,0.0,47613.0,2000.0
21857,MARCH,2.0,48174.0,2000.0
21857,FEBRUARY,2.0,48731.0,2200.0
21857,JANUARY,2.0,49655.0,1700.0
11928,JUNE,0.0,16601.0,1539.0
11928,MAY,0.0,14414.0,1124.0
11928,APRIL,0.0,11307.0,495.0
11928,MARCH,0.0,11139.0,500.0
11928,FEBRUARY,0.0,11361.0,758.0
11928,JANUARY,0.0,9816.0,0.0
10586,JUNE,0.0,3747.0,1000.0
10586,MAY,0.0,3313.0,1004.0
10586,APRIL,0.0,4085.0,1500.0
10586,MARCH,0.0,4742.0,1500.0
10586,FEBRUARY,0.0,5875.0,1267.0
10586,JANUARY,0.0,7037.0,1500.0
21986,JUNE,0.0,116597.0,3018.0
21986,MAY,0.0,55208.0,3000.0
21986,APRIL,0.0,47397.0,1356.0
21986,MARCH,0.0,45860.0,2000.0
21986,FEBRUARY,0.0,46264.0,2000.0
21986,JANUARY,0.0,41870.0,1500.0
8835,JUNE,-2.0,264.0,264.0
8835,MAY,-2.0,264.0,264.0
8835,APRIL,-2.0,264.0,264.0
8835,MARCH,-2.0,264.0,264.0
8835,FEBRUARY,-2.0,264.0,264.0
8835,JANUARY,-2.0,264.0,0.0
13808,JUNE,0.0,36434.0,4100.0
13808,MAY,0.0,39925.0,4073.0
13808,APRIL,0.0,43350.0,0.0
13808,MARCH,2.0,42057.0,1600.0
13808,FEBRUARY,2.0,26877.0,0.0
13808,JANUARY,2.0,26493.0,1100.0
22333,JUNE,0.0,50275.0,2000.0
22333,MAY,0.0,45673.0,5000.0
22333,APRIL,0.0,48833.0,2500.0
22333,MARCH,0.0,31769.0,500.0
22333,FEBRUARY,0.0,9713.0,317.0
22333,JANUARY,0.0,9521.0,1000.0
11253,JUNE,0.0,7015.0,3507.0
11253,MAY,0.0,10227.0,0.0
11253,APRIL,2.0,9560.0,500.0
11253,MARCH,0.0,9901.0,370.0
11253,FEBRUARY,0.0,9963.0,393.0
11253,JANUARY,0.0,10182.0,700.0
25111,JUNE,0.0,70265.0,5000.0
25111,MAY,0.0,74102.0,5000.0
25111,APRIL,0.0,77901.0,8000.0
25111,MARCH,0.0,84592.0,0.0
25111,FEBRUARY,2.0,82350.0,7000.0
25111,JANUARY,2.0,87186.0,0.0
7034,JUNE,-1.0,1500.0,1700.0
7034,MAY,2.0,3010.0,0.0
7034,APRIL,2.0,1700.0,1125.0
7034,MARCH,-1.0,1125.0,909.0
7034,FEBRUARY,-1.0,909.0,786.0
7034,JANUARY,-1.0,786.0,1433.0
5790,JUNE,2.0,16127.0,4500.0
5790,MAY,2.0,20035.0,0.0
5790,APRIL,2.0,19416.0,2000.0
5790,MARCH,0.0,17153.0,1000.0
5790,FEBRUARY,0.0,17866.0,2000.0
5790,JANUARY,0.0,19413.0,691.0
25992,JUNE,0.0,82650.0,3503.0
25992,MAY,0.0,81977.0,1553.0
25992,APRIL,0.0,24585.0,1000.0
25992,MARCH,0.0,16753.0,1000.0
25992,FEBRUARY,0.0,17113.0,1000.0
25992,JANUARY,0.0,17298.0,1382.0
23789,JUNE,0.0,25419.0,3000.0
23789,MAY,0.0,19045.0,3017.0
23789,APRIL,0.0,19270.0,11915.0
23789,MARCH,-1.0,11915.0,114479.0
23789,FEBRUARY,-1.0,114479.0,2000.0
23789,JANUARY,0.0,24511.0,2500.0
27683,JUNE,1.0,32226.0,1839.0
27683,MAY,2.0,33255.0,0.0
27683,APRIL,2.0,32426.0,1176.0
27683,MARCH,0.0,32763.0,1367.0
27683,FEBRUARY,0.0,33602.0,1300.0
27683,JANUARY,0.0,34193.0,4337.0
14316,JUNE,1.0,-5.0,0.0
14316,MAY,-2.0,-5.0,2610.0
14316,APRIL,-1.0,2605.0,18.0
14316,MARCH,0.0,893.0,2.0
14316,FEBRUARY,0.0,895.0,2333.0
14316,JANUARY,-1.0,2328.0,1.0
8169,JUNE,2.0,124457.0,6600.0
8169,MAY,2.0,118666.0,0.0
8169,APRIL,2.0,105806.0,2915.0
8169,MARCH,0.0,98257.0,3154.0
8169,FEBRUARY,0.0,91442.0,2977.0
8169,JANUARY,0.0,66762.0,90000.0
21610,JUNE,-1.0,5837.0,21038.0
21610,MAY,-1.0,21038.0,729.0
21610,APRIL,-1.0,722.0,4399.0
21610,MARCH,-1.0,4399.0,0.0
21610,FEBRUARY,-1.0,0.0,0.0
21610,JANUARY,-2.0,0.0,5239.0
22745,JUNE,0.0,185441.0,10000.0
22745,MAY,0.0,190942.0,8000.0
22745,APRIL,0.0,194161.0,7150.0
22745,MARCH,0.0,197287.0,7057.0
22745,FEBRUARY,0.0,172561.0,7396.0
22745,JANUARY,0.0,165409.0,4060.0
12584,JUNE,1.0,153246.0,4009.0
12584,MAY,2.0,151659.0,2000.0
12584,APRIL,2.0,10199.0,0.0
12584,MARCH,2.0,0.0,0.0
12584,FEBRUARY,-2.0,0.0,0.0
12584,JANUARY,-2.0,0.0,0.0
27954,JUNE,-1.0,33179.0,99159.0
27954,MAY,-1.0,97882.0,48276.0
27954,APRIL,-1.0,48017.0,49450.0
27954,MARCH,-1.0,49403.0,201.0
27954,FEBRUARY,0.0,40018.0,54379.0
27954,JANUARY,-1.0,54109.0,9905.0
28150,JUNE,-1.0,12365.0,90500.0
28150,MAY,0.0,92184.0,3000.0
28150,APRIL,0.0,86507.0,3000.0
28150,MARCH,0.0,89138.0,2500.0
28150,FEBRUARY,0.0,91118.0,2500.0
28150,JANUARY,0.0,93229.0,3000.0
349,JUNE,0.0,1575.0,3651.0
349,MAY,0.0,4711.0,1068.0
349,APRIL,0.0,4956.0,1977.0
349,MARCH,0.0,6692.0,9118.0
349,FEBRUARY,0.0,14418.0,12625.0
349,JANUARY,0.0,25825.0,122.0
12315,JUNE,0.0,140619.0,7000.0
12315,MAY,0.0,144410.0,9000.0
12315,APRIL,0.0,148555.0,11550.0
12315,MARCH,0.0,156733.0,0.0
12315,FEBRUARY,2.0,153230.0,5389.0
12315,JANUARY,0.0,155159.0,5338.0
3018,JUNE,0.0,293880.0,11128.0
3018,MAY,0.0,242669.0,47009.0
3018,APRIL,0.0,76777.0,34044.0
3018,MARCH,0.0,34072.0,11677.0
3018,FEBRUARY,-2.0,11632.0,15483.0
3018,JANUARY,-2.0,15429.0,6098.0
4554,JUNE,0.0,81603.0,3963.0
4554,MAY,0.0,84249.0,3500.0
4554,APRIL,0.0,85424.0,2956.0
4554,MARCH,0.0,82632.0,3220.0
4554,FEBRUARY,0.0,84522.0,3100.0
4554,JANUARY,0.0,86061.0,3344.0
19226,JUNE,0.0,134783.0,12800.0
19226,MAY,0.0,142708.0,5000.0
19226,APRIL,2.0,143475.0,0.0
19226,MARCH,2.0,136331.0,5100.0
19226,FEBRUARY,0.0,135778.0,5000.0
19226,JANUARY,0.0,135910.0,5000.0
28735,JUNE,-1.0,20258.0,3000.0
28735,MAY,0.0,22932.0,0.0
28735,APRIL,0.0,22265.0,2000.0
28735,MARCH,2.0,23896.0,3000.0
28735,FEBRUARY,0.0,26514.0,2000.0
28735,JANUARY,0.0,28073.0,1500.0
2356,JUNE,-1.0,7445.0,10038.0
2356,MAY,0.0,14439.0,1036.0
2356,APRIL,0.0,7391.0,952.0
2356,MARCH,-1.0,948.0,4601.0
2356,FEBRUARY,-1.0,4592.0,13.0
2356,JANUARY,0.0,2777.0,2229.0
9423,JUNE,0.0,29087.0,2100.0
9423,MAY,0.0,30589.0,1000.0
9423,APRIL,2.0,20958.0,1252.0
9423,MARCH,0.0,21637.0,500.0
9423,FEBRUARY,0.0,19846.0,1000.0
9423,JANUARY,0.0,12770.0,1000.0
10888,JUNE,6.0,81341.0,0.0
10888,MAY,5.0,79529.0,0.0
10888,APRIL,4.0,77757.0,0.0
10888,MARCH,3.0,75841.0,0.0
10888,FEBRUARY,2.0,73678.0,4874.0
10888,JANUARY,2.0,77273.0,1000.0
15878,JUNE,0.0,40751.0,1627.0
15878,MAY,0.0,30786.0,3053.0
15878,APRIL,0.0,30285.0,2005.0
15878,MARCH,0.0,14225.0,550.0
15878,FEBRUARY,0.0,12668.0,400.0
15878,JANUARY,0.0,10880.0,1000.0
11399,JUNE,1.0,-2900.0,0.0
11399,MAY,-2.0,-2900.0,0.0
11399,APRIL,-2.0,-2900.0,0.0
11399,MARCH,-2.0,-2900.0,0.0
11399,FEBRUARY,-2.0,-2900.0,0.0
11399,JANUARY,-2.0,-2900.0,0.0
12099,JUNE,-2.0,0.0,0.0
12099,MAY,-2.0,0.0,0.0
12099,APRIL,-2.0,0.0,0.0
12099,MARCH,-2.0,0.0,0.0
12099,FEBRUARY,-2.0,0.0,0.0
12099,JANUARY,-2.0,0.0,0.0
17234,JUNE,0.0,9334.0,100082.0
17234,MAY,0.0,108868.0,4200.0
17234,APRIL,2.0,96998.0,0.0
17234,MARCH,2.0,94480.0,3000.0
17234,FEBRUARY,0.0,90860.0,3140.0
17234,JANUARY,0.0,85529.0,4900.0
12875,JUNE,-1.0,9418.0,0.0
12875,MAY,-1.0,-897.0,5028.0
12875,APRIL,-1.0,2331.0,6411.0
12875,MARCH,-1.0,3596.0,3155.0
12875,FEBRUARY,-1.0,3125.0,2702.0
12875,JANUARY,-1.0,2702.0,10909.0
2057,JUNE,0.0,68083.0,3012.0
2057,MAY,0.0,50822.0,5000.0
2057,APRIL,0.0,31179.0,2000.0
2057,MARCH,0.0,28686.0,3000.0
2057,FEBRUARY,0.0,10806.0,3000.0
2057,JANUARY,0.0,11673.0,0.0
9388,JUNE,-1.0,54661.0,183429.0
9388,MAY,-1.0,183429.0,203849.0
9388,APRIL,0.0,303849.0,22080.0
9388,MARCH,0.0,299996.0,10000.0
9388,FEBRUARY,0.0,307016.0,10000.0
9388,JANUARY,0.0,308110.0,0.0
9152,JUNE,2.0,98033.0,4620.0
9152,MAY,0.0,97995.0,4700.0
9152,APRIL,0.0,98781.0,3900.0
9152,MARCH,0.0,97946.0,7900.0
9152,FEBRUARY,0.0,101885.0,0.0
9152,JANUARY,2.0,98015.0,7700.0
3781,JUNE,2.0,18733.0,2000.0
3781,MAY,0.0,20081.0,2500.0
3781,APRIL,0.0,17245.0,0.0
3781,MARCH,2.0,13507.0,2000.0
3781,FEBRUARY,0.0,14479.0,2000.0
3781,JANUARY,0.0,14083.0,3000.0
27778,JUNE,0.0,2487.0,4009.0
27778,MAY,0.0,4708.0,6.0
27778,APRIL,2.0,2192.0,10248.0
27778,MARCH,0.0,11111.0,4721.0
27778,FEBRUARY,0.0,5675.0,4114.0
27778,JANUARY,0.0,5071.0,1855.0
29433,JUNE,2.0,106986.0,3578.0
29433,MAY,0.0,103249.0,3207.0
29433,APRIL,0.0,89221.0,3000.0
29433,MARCH,0.0,86996.0,3200.0
29433,FEBRUARY,0.0,86384.0,3241.0
29433,JANUARY,0.0,85440.0,3078.0
6824,JUNE,-1.0,993.0,1317.0
6824,MAY,-1.0,1317.0,0.0
6824,APRIL,-1.0,0.0,0.0
6824,MARCH,-2.0,0.0,4415.0
6824,FEBRUARY,-1.0,4415.0,0.0
6824,JANUARY,0.0,1978.0,0.0
14235,JUNE,-1.0,18193.0,1352.0
14235,MAY,0.0,19241.0,1237.0
14235,APRIL,0.0,19346.0,545.0
14235,MARCH,0.0,15754.0,726.0
14235,FEBRUARY,0.0,15855.0,353.0
14235,JANUARY,0.0,15011.0,99.0
25286,JUNE,1.0,0.0,0.0
25286,MAY,-2.0,0.0,0.0
25286,APRIL,-2.0,0.0,0.0
25286,MARCH,-2.0,0.0,0.0
25286,FEBRUARY,-2.0,0.0,0.0
25286,JANUARY,-2.0,0.0,0.0
21406,JUNE,2.0,207995.0,8000.0
21406,MAY,2.0,211176.0,8000.0
21406,APRIL,0.0,214160.0,10000.0
21406,MARCH,0.0,220579.0,10000.0
21406,FEBRUARY,0.0,227036.0,100000.0
21406,JANUARY,0.0,321979.0,0.0
23460,JUNE,0.0,42721.0,12041.0
23460,MAY,0.0,22836.0,24353.0
23460,APRIL,-1.0,24266.0,6118.0
23460,MARCH,-1.0,6088.0,2550.0
23460,FEBRUARY,-1.0,2500.0,828.0
23460,JANUARY,-1.0,828.0,0.0
21460,JUNE,0.0,50777.0,2504.0
21460,MAY,0.0,51086.0,2059.0
21460,APRIL,0.0,50321.0,666.0
21460,MARCH,0.0,20141.0,1000.0
21460,FEBRUARY,0.0,18039.0,2008.0
21460,JANUARY,0.0,19349.0,1513.0
19304,JUNE,0.0,9893.0,1125.0
19304,MAY,0.0,8694.0,1146.0
19304,APRIL,0.0,8365.0,1307.0
19304,MARCH,0.0,9526.0,492.0
19304,FEBRUARY,0.0,9711.0,357.0
19304,JANUARY,0.0,9764.0,901.0
5979,JUNE,-1.0,2522.0,13196.0
5979,MAY,-1.0,0.0,2866.0
5979,APRIL,-1.0,2866.0,1961.0
5979,MARCH,-1.0,1961.0,1261.0
5979,FEBRUARY,-1.0,1261.0,2681.0
5979,JANUARY,-1.0,2681.0,1261.0
25519,JUNE,1.0,60316.0,3000.0
25519,MAY,2.0,61763.0,3000.0
25519,APRIL,2.0,63154.0,3000.0
25519,MARCH,2.0,64524.0,3000.0
25519,FEBRUARY,2.0,66345.0,3000.0
25519,JANUARY,2.0,68104.0,0.0
18000,JUNE,-1.0,396.0,590.0
18000,MAY,-1.0,590.0,2042.0
18000,APRIL,-1.0,2042.0,0.0
18000,MARCH,0.0,1646.0,396.0
18000,FEBRUARY,-1.0,396.0,396.0
18000,JANUARY,-1.0,396.0,396.0
26173,JUNE,0.0,39291.0,1700.0
26173,MAY,0.0,29122.0,1174.0
26173,APRIL,0.0,26639.0,1007.0
26173,MARCH,0.0,22828.0,1013.0
26173,FEBRUARY,0.0,21293.0,1018.0
26173,JANUARY,0.0,17544.0,264.0
23993,JUNE,1.0,61241.0,2515.0
23993,MAY,2.0,62155.0,16.0
23993,APRIL,2.0,56049.0,2003.0
23993,MARCH,0.0,50829.0,2013.0
23993,FEBRUARY,0.0,50687.0,5007.0
23993,JANUARY,0.0,47362.0,113.0
28787,JUNE,0.0,23070.0,1700.0
28787,MAY,0.0,18806.0,2000.0
28787,APRIL,0.0,20183.0,2000.0
28787,MARCH,0.0,21540.0,5000.0
28787,FEBRUARY,0.0,25775.0,0.0
28787,JANUARY,0.0,0.0,0.0
12881,JUNE,0.0,106469.0,5400.0
12881,MAY,0.0,108606.0,4000.0
12881,APRIL,0.0,107945.0,5500.0
12881,MARCH,0.0,111622.0,5500.0
12881,FEBRUARY,0.0,115301.0,5500.0
12881,JANUARY,0.0,117873.0,1000.0
3152,JUNE,-2.0,4406.0,4205.0
3152,MAY,-2.0,4595.0,5000.0
3152,APRIL,-2.0,-13.0,2679.0
3152,MARCH,-2.0,2666.0,1622.0
3152,FEBRUARY,-2.0,1614.0,6080.0
3152,JANUARY,-2.0,6066.0,3594.0
20893,JUNE,1.0,0.0,0.0
20893,MAY,-2.0,0.0,0.0
20893,APRIL,-2.0,0.0,0.0
20893,MARCH,-2.0,0.0,0.0
20893,FEBRUARY,-2.0,0.0,0.0
20893,JANUARY,-2.0,0.0,0.0
17230,JUNE,-1.0,30155.0,10541.0
17230,MAY,-1.0,10508.0,7600.0
17230,APRIL,-1.0,7575.0,3049.0
17230,MARCH,-1.0,3026.0,1138.0
17230,FEBRUARY,-2.0,1133.0,3414.0
17230,JANUARY,-1.0,3408.0,24952.0
20983,JUNE,0.0,127624.0,6046.0
20983,MAY,0.0,125718.0,5600.0
20983,APRIL,0.0,125917.0,5000.0
20983,MARCH,0.0,124683.0,8000.0
20983,FEBRUARY,0.0,127890.0,6000.0
20983,JANUARY,0.0,131520.0,3736.0
17414,JUNE,2.0,109110.0,0.0
17414,MAY,2.0,105891.0,11000.0
17414,APRIL,2.0,113662.0,0.0
17414,MARCH,2.0,110349.0,5000.0
17414,FEBRUARY,0.0,112036.0,4332.0
17414,JANUARY,0.0,114584.0,9404.0
27271,JUNE,0.0,43583.0,7500.0
27271,MAY,0.0,50028.0,0.0
27271,APRIL,2.0,48928.0,2000.0
27271,MARCH,0.0,49812.0,2000.0
27271,FEBRUARY,0.0,50855.0,2500.0
27271,JANUARY,0.0,52354.0,2100.0
1549,JUNE,0.0,142509.0,5000.0
1549,MAY,0.0,143339.0,20000.0
1549,APRIL,0.0,125864.0,6000.0
1549,MARCH,0.0,112300.0,5000.0
1549,FEBRUARY,0.0,110371.0,5000.0
1549,JANUARY,0.0,113685.0,3000.0
7102,JUNE,-1.0,29206.0,16231.0
7102,MAY,-1.0,16231.0,8405.0
7102,APRIL,-1.0,8392.0,25062.0
7102,MARCH,-1.0,25062.0,13088.0
7102,FEBRUARY,-1.0,13088.0,23174.0
7102,JANUARY,-1.0,23174.0,8556.0
19346,JUNE,2.0,95926.0,5000.0
19346,MAY,0.0,98437.0,3100.0
19346,APRIL,0.0,98480.0,2000.0
19346,MARCH,0.0,63372.0,1600.0
19346,FEBRUARY,0.0,39138.0,1500.0
19346,JANUARY,0.0,39857.0,2000.0
4605,JUNE,0.0,75517.0,6000.0
4605,MAY,0.0,77078.0,2000.0
4605,APRIL,2.0,73783.0,0.0
4605,MARCH,2.0,68909.0,5065.0
4605,FEBRUARY,0.0,66308.0,6235.0
4605,JANUARY,0.0,60687.0,3000.0
13594,JUNE,0.0,6056.0,1200.0
13594,MAY,-1.0,804.0,4720.0
13594,APRIL,-1.0,4712.0,1728.0
13594,MARCH,-1.0,1728.0,2076.0
13594,FEBRUARY,-1.0,2076.0,1709.0
13594,JANUARY,-1.0,1709.0,7508.0
28916,JUNE,2.0,49943.0,0.0
28916,MAY,2.0,47585.0,2500.0
28916,APRIL,0.0,47582.0,1300.0
28916,MARCH,0.0,21391.0,2000.0
28916,FEBRUARY,0.0,21867.0,700.0
28916,JANUARY,0.0,19774.0,1000.0
29445,JUNE,0.0,34448.0,1975.0
